Id,Category,Sentence
1969,3,"Both Garcia and Jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny ."
5014,4,"-LRB- Reynolds -RRB- takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch ."
351,1,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .
9300,3,"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times ."
10556,0,What 's hard to understand is why anybody picked it up .
2289,0,"The script 's judgment and sense of weight is way , way off ."
4083,1,Wishy-washy .
6512,4,"I 've never seen or heard anything quite like this film , and I recommend it for its originality alone ."
8498,4,Rarely have I seen a film so willing to champion the fallibility of the human heart .
6167,1,"Even fans of Ismail Merchant 's work , I suspect , would have a hard time sitting through this one ."
4519,1,"Adults , other than the parents ... will be hard pressed to succumb to the call of the wild ."
8193,0,"Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way ."
6212,1,"The movie 's messages are quite admirable , but the story is just too clichéd and too often strains credulity ."
3920,4,"Thanks to a small star with big heart , this family film sequel is plenty of fun for all ."
5027,1,"The film , like Jimmy 's routines , could use a few good laughs ."
7178,3,"Both Garcia and Jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny ."
5133,0,"... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit ."
345,2,"Apart from its own considerable achievement , Metropolis confirms Tezuka 's status as both the primary visual influence on the animé tradition and its defining philosophical conscience ."
5293,0,It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''
1296,3,"A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices ."
4232,4,A deliciously nonsensical comedy about a city coming apart at its seams .
2356,1,"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '"
5795,1,This is n't a new idea .
336,0,-LRB- L -RRB- ame and unnecessary .
5567,3,Alternates between deadpan comedy and heartbreaking loneliness and is n't afraid to provoke introspection in both its characters and its audience .
4806,2,"Parents , on the other hand , will be ahead of the plot at all times , and there is n't enough clever innuendo to fil"
8879,1,-LRB- A -RRB- stale retread of the '53 original .
8093,3,"Good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat ."
7315,3,Drumline ably captures the complicated relationships in a marching band .
5138,3,"Even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon ."
1200,4,"Peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience ."
2464,3,-LRB- Rises -RRB- above its oh-so-Hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism .
6507,4,"A fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '"
2187,4,There 's no reason to miss Interview with the Assassin
4990,3,"For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world ."
5844,1,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river ."
3830,1,I do n't think most of the people who loved the 1989 Paradiso will prefer this new version .
10340,2,Curling may be a unique sport but Men with Brooms is distinctly ordinary .
2027,3,This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon .
8453,3,"By not averting his eyes , Solondz forces us to consider the unthinkable , the unacceptable , the unmentionable ."
2403,4,Wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .
3663,2,Might best be enjoyed as a daytime soaper .
2517,3,If you open yourself up to Mr. Reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change .
1318,2,"A different kind of love story - one that is dark , disturbing , painful to watch , yet compelling ."
10206,0,Get out your pooper-scoopers .
11095,0,The problem is that it is one that allows him to churn out one mediocre movie after another .
3739,0,There 's no disguising this as one of the worst films of the summer .
6015,3,Able to provide insight into a fascinating part of theater history .
8402,0,"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes ."
10539,4,Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .
2828,1,The film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes Wilco a big deal .
5394,1,The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal .
7882,4,An engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .
3839,2,Solondz creates some effective moments of discomfort for character and viewer alike .
9636,3,"A meditation on faith and madness , Frailty is blood-curdling stuff ."
2419,3,-LRB- At least -RRB- Moore is a real charmer .
5870,3,Rodriguez does a splendid job of racial profiling Hollywood style -- casting excellent Latin actors of all ages -- a trend long overdue .
5895,3,Late Marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .
1071,1,"Makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place ."
6848,2,"The funny thing is , I did n't mind all this contrived nonsense a bit ."
7066,1,"Any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss ."
479,3,"However , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome ."
6148,0,"Despite bearing the Paramount imprint , it 's a bargain-basement European pickup ."
2366,4,Astonishing ... -LRB- frames -RRB- profound ethical and philosophical questions in the form of dazzling pop entertainment .
